Time[msec],Time[Ticks],GazeX,GazeY,Diameter,LCalib,LFound,LX,LY,LD,RCalib,RFound,RX,RY,RD,Lost
46.875,634256120346562500,161,574,2.8,1,1,161,576,2.8,1,1,161,573,2.8,False
62.5,634256120346718750,157,577,2.8,1,1,157,578,2.8,1,1,157,577,2.8,False
93.75,634256120347031250,-9999,-9999,2.8,1,1,119,580,2.8,1,0,157,577,2.8,True
109.375,634256120347187500,105,578,2.8,1,1,112,580,2.8,1,1,99,577,2.8,False
125,634256120347343750,-9999,-9999,2.8,1,1,110,583,2.8,1,0,99,577,2.8,True
156.25,634256120347656250,-9999,-9999,2.8,1,1,110,584,2.8,1,0,99,577,2.8,True
171.875,634256120347812500,-9999,-9999,2.8,1,1,110,587,2.8,1,0,99,577,2.8,True
187.5,634256120347968750,-9999,-9999,2.8,1,0,110,587,2.8,1,0,99,577,2.8,True
203.125,634256120348125000,106,587,2.8,1,1,110,587,2.8,1,1,102,588,2.8,False
234.375,634256120348437500,-9999,-9999,2.8,1,1,107,584,2.8,1,0,102,588,2.8,True
250,634256120348593750,-9999,-9999,2.8,1,0,107,584,2.8,1,1,107,583,2.8,True
265.625,634256120348750000,106,581,2.8,1,1,106,580,2.8,1,1,107,583,2.8,False
296.875,634256120349062500,-9999,-9999,2.8,1,0,106,580,2.8,1,1,107,520,2.8,True
312.5,634256120349218750,105,517,2.8,1,1,102,514,2.8,1,1,108,520,2.8,False
328.125,634256120349375000,105,516,2.8,1,1,102,513,2.8,1,1,108,520,2.8,False
359.375,634256120349687500,-9999,-9999,2.8,1,1,100,507,2.8,1,0,108,520,2.8,True
375,634256120349843750,104,510,2.8,1,1,100,507,2.8,1,1,108,514,2.8,False
390.625,634256120350000000,-9999,-9999,2.8,1,0,100,507,2.8,1,1,105,514,2.8,True
421.875,634256120350312500,99,511,2.8,1,1,99,512,2.8,1,1,100,511,2.8,False
437.5,634256120350468750,-9999,-9999,2.8,1,0,99,512,2.8,1,1,102,511,2.8,True
453.125,634256120350625000,102,508,2.8,1,1,102,507,2.8,1,1,102,510,2.8,False
484.375,634256120350937500,102,511,2.8,1,1,102,512,2.8,1,1,102,510,2.8,False
500,634256120351093750,104,511,2.8,1,1,106,513,2.8,1,1,102,510,2.8,False
515.625,634256120351250000,-9999,-9999,2.8,1,0,106,513,2.8,1,1,102,509,2.8,True
546.875,634256120351562500,105,517,2.8,1,1,108,525,2.8,1,1,102,509,2.8,False
562.5,634256120351718750,105,517,2.8,1,1,108,525,2.8,1,1,102,509,2.8,False
578.125,634256120351875000,107,521,2.8,1,1,112,533,2.8,1,1,102,509,2.8,False
609.375,634256120352187500,-9999,-9999,2.8,1,1,112,533,2.8,1,0,102,509,2.8,True
625,634256120352343750,105,520,2.8,1,1,108,533,2.8,1,1,103,507,2.8,False
640.625,634256120352500000,108,521,2.8,1,1,113,534,2.8,1,1,103,509,2.8,False
671.875,634256120352812500,105,523,2.8,1,1,113,534,2.8,1,1,98,512,2.8,False
687.5,634256120352968750,-9999,-9999,2.8,1,1,106,539,2.8,1,0,98,512,2.8,True
703.125,634256120353125000,99,530,2.8,1,1,103,539,2.8,1,1,96,521,2.8,False
734.375,634256120353437500,-9999,-9999,2.8,1,1,101,544,2.8,1,0,96,521,2.8,True
750,634256120353593750,-9999,-9999,2.8,1,1,98,566,2.8,1,0,96,521,2.8,True
765.625,634256120353750000,-9999,-9999,2.8,1,0,98,566,2.8,1,0,96,521,2.8,True
796.875,634256120354062500,-9999,-9999,2.8,1,1,100,610,2.8,1,0,96,521,2.8,True
828.125,634256120354375000,-9999,-9999,2.8,1,1,96,618,2.8,1,0,96,521,2.8,True
843.75,634256120354531250,-9999,-9999,3.1,1,0,96,618,2.8,1,1,89,610,3.4,True
859.375,634256120354687500,84,614,2.8,1,1,84,618,2.8,1,1,84,610,2.8,False
875,634256120354843750,80,614,2.8,1,1,84,618,2.8,1,1,77,610,2.8,False
890.625,634256120355000000,79,619,2.8,1,1,82,619,2.8,1,1,77,619,2.8,False
921.875,634256120355312500,76,618,2.8,1,1,77,626,2.8,1,1,75,610,2.8,False
937.5,634256120355468750,-9999,-9999,2.8,1,1,75,626,2.8,1,0,75,610,2.8,True
953.125,634256120355625000,73,625,2.8,1,1,73,626,2.8,1,1,74,625,2.8,False
984.375,634256120355937500,-9999,-9999,2.8,1,1,71,628,2.8,1,0,74,625,2.8,True
1000,634256120356093750,68,626,2.8,1,1,70,628,2.8,1,1,67,625,2.8,False
1031.25,634256120356406250,66,620,2.8,1,1,67,628,2.8,1,1,66,612,2.8,False
1046.875,634256120356562500,62,620,2.8,1,1,62,629,2.8,1,1,62,612,2.8,False
1062.5,634256120356718750,61,627,2.8,1,1,62,629,2.8,1,1,61,625,2.8,False
1078.125,634256120356875000,60,628,2.8,1,1,60,629,2.8,1,1,61,628,2.8,False
1109.375,634256120357187500,57,629,2.8,1,1,60,629,2.8,1,1,55,630,2.8,False
1125,634256120357343750,58,635,2.8,1,1,62,634,2.8,1,1,55,636,2.8,False
1156.25,634256120357656250,58,635,2.8,1,1,62,634,2.8,1,1,55,636,2.8,False
1171.875,634256120357812500,58,635,2.8,1,1,62,634,2.8,1,1,54,636,2.8,False
1187.5,634256120357968750,55,635,2.8,1,1,57,634,2.8,1,1,54,636,2.8,False
1203.125,634256120358125000,55,635,2.8,1,1,57,634,2.8,1,1,54,636,2.8,False
1234.375,634256120358437500,59,632,2.8,1,1,64,629,2.8,1,1,55,636,2.8,False
1250,634256120358593750,64,641,2.8,1,1,67,647,2.8,1,1,62,636,2.8,False
1281.25,634256120358906250,67,632,2.8,1,1,68,629,2.8,1,1,67,636,2.8,False
1296.875,634256120359062500,274,641,2.8,1,1,259,647,2.8,1,1,290,636,2.8,False
1312.5,634256120359218750,324,643,2.8,1,1,324,647,2.8,1,1,325,640,2.8,False
1328.125,634256120359375000,331,634,2.8,1,1,329,629,2.8,1,1,334,640,2.8,False
1359.375,634256120359687500,333,636,2.8,1,1,330,633,2.8,1,1,336,640,2.8,False
1375,634256120359843750,334,644,2.8,1,1,332,649,2.8,1,1,336,640,2.8,False
1390.625,634256120360000000,334,649,2.8,1,1,332,658,2.8,1,1,337,641,2.8,False
1421.875,634256120360312500,-9999,-9999,2.8,1,1,336,633,2.8,1,0,337,641,2.8,True
1437.5,634256120360468750,340,637,2.8,1,1,338,633,2.8,1,1,343,641,2.8,False
1468.75,634256120360781250,341,629,2.8,1,1,338,623,2.8,1,1,344,636,2.8,False
1484.375,634256120360937500,341,625,2.8,1,1,339,623,2.8,1,1,344,628,2.8,False
1500,634256120361093750,344,618,2.8,1,1,343,621,2.8,1,1,346,615,2.8,False
1515.625,634256120361250000,348,606,2.8,1,1,349,615,2.8,1,1,347,598,2.8,False
1546.875,634256120361562500,351,557,2.8,1,1,352,571,2.8,1,1,351,543,2.8,False
1562.5,634256120361718750,353,545,2.8,1,1,352,566,2.8,1,1,355,524,2.8,False
1578.125,634256120361875000,353,545,2.8,1,1,352,566,2.8,1,1,355,524,2.8,False
1609.375,634256120362187500,353,545,2.8,1,1,352,566,2.8,1,1,355,524,2.8,False
1625,634256120362343750,353,545,2.8,1,1,352,566,2.8,1,1,355,524,2.8,False
1640.625,634256120362500000,-9999,-9999,2.8,1,1,349,566,2.8,1,0,355,524,2.8,True
1671.875,634256120362812500,346,548,2.8,1,1,345,570,2.8,1,1,347,526,2.8,False
1687.5,634256120362968750,320,553,2.8,1,1,320,570,2.8,1,1,320,536,2.8,False
1703.125,634256120363125000,307,548,2.8,1,1,307,570,2.8,1,1,307,526,2.8,False
1734.375,634256120363437500,303,557,2.8,1,1,304,585,2.8,1,1,303,529,2.8,False
1750,634256120363593750,303,557,2.8,1,1,304,586,2.8,1,1,302,529,2.8,False
1765.625,634256120363750000,301,558,2.8,1,1,302,587,2.8,1,1,301,529,2.8,False
1796.875,634256120364062500,-9999,-9999,2.8,1,1,301,587,2.8,1,0,301,529,2.8,True
1812.5,634256120364218750,298,557,2.8,1,1,301,586,2.8,1,1,296,529,2.8,False
1828.125,634256120364375000,-9999,-9999,2.8,1,1,301,585,2.8,1,0,296,529,2.8,True
1859.375,634256120364687500,301,538,2.8,1,1,301,570,2.8,1,1,301,507,2.8,False
1875,634256120364843750,299,531,2.8,1,1,301,567,2.8,1,1,297,496,2.8,False
1890.625,634256120365000000,301,529,2.8,1,1,301,567,2.8,1,1,301,491,2.8,False
1921.875,634256120365312500,301,526,2.8,1,1,301,566,2.8,1,1,301,486,2.8,False
1937.5,634256120365468750,-9999,-9999,2.8,1,1,301,539,2.8,1,0,301,486,2.8,True
1953.125,634256120365625000,-9999,-9999,2.8,1,1,300,501,2.8,1,0,301,486,2.8,True
1984.375,634256120365937500,299,484,2.8,1,1,300,501,2.8,1,1,299,467,2.8,False
2000,634256120366093750,299,479,2.8,1,1,300,496,2.8,1,1,299,462,2.8,False
2015.625,634256120366250000,301,479,2.8,1,1,300,496,2.8,1,1,302,462,2.8,False
2046.875,634256120366562500,301,479,2.8,1,1,300,496,2.8,1,1,302,462,2.8,False
2062.5,634256120366718750,301,479,2.8,1,1,300,496,2.8,1,1,302,462,2.8,False
2078.125,634256120366875000,303,503,2.8,1,1,301,511,2.8,1,1,305,496,2.8,False
2109.375,634256120367187500,342,581,2.8,1,1,338,616,2.8,1,1,346,546,2.8,False
2125,634256120367343750,342,618,2.8,1,1,339,627,2.8,1,1,346,610,2.8,False
2140.625,634256120367500000,343,619,2.8,1,1,339,628,2.8,1,1,347,610,2.8,False
2171.875,634256120367812500,344,619,2.8,1,1,339,629,2.8,1,1,349,610,2.8,False
