Time[msec],Time[Ticks],GazeX,GazeY,Diameter,LCalib,LFound,LX,LY,LD,RCalib,RFound,RX,RY,RD,Lost
46.875,634255248154062500,355,546,2.5,1,1,355,551,2.8,1,1,356,541,2.2,False
62.5,634255248154218750,357,543,2.5,1,1,355,551,2.8,1,1,359,535,2.2,False
78.125,634255248154375000,-9999,-9999,2.5,1,0,355,551,2.8,1,1,359,535,2.2,True
93.75,634255248154531250,-9999,-9999,2.5,1,0,355,551,2.8,1,1,356,531,2.2,True
125,634255248154843750,-9999,-9999,2.5,1,0,355,551,2.8,1,1,356,531,2.2,True
140.625,634255248155000000,-9999,-9999,2.5,1,0,355,551,2.8,1,1,355,529,2.2,True
171.875,634255248155312500,351,530,2.5,1,1,347,535,2.2,1,1,355,525,2.8,False
187.5,634255248155468750,350,530,2.2,1,1,345,535,2.2,1,1,355,525,2.2,False
312.5,634255248156718750,334,521,2.5,1,1,322,529,2.2,1,1,347,514,2.8,False
328.125,634255248156875000,-9999,-9999,2.2,1,0,322,529,2.2,1,1,345,488,2.2,True
328.125,634255248156875000,320,477,2.2,1,1,320,477,2.2,1,1,320,477,2.2,False
343.75,634255248157031250,307,447,2.2,1,1,306,450,2.2,1,1,308,445,2.2,False
375,634255248157343750,302,445,2.2,1,1,298,450,2.2,1,1,306,441,2.2,False
390.625,634255248157500000,299,443,2.2,1,1,294,449,2.2,1,1,305,438,2.2,False
406.25,634255248157656250,297,441,2.2,1,1,293,448,2.2,1,1,301,434,2.2,False
437.5,634255248157968750,295,424,2.2,1,1,291,437,2.2,1,1,300,411,2.2,False
453.125,634255248158125000,291,422,2.2,1,1,291,434,2.2,1,1,292,411,2.2,False
468.75,634255248158281250,220,394,2.2,1,1,216,427,2.2,1,1,224,361,2.2,False
500,634255248158593750,131,359,2.2,1,1,131,358,2.2,1,1,131,361,2.2,False
515.625,634255248158750000,131,354,2.2,1,1,131,358,2.2,1,1,131,351,2.2,False
531.25,634255248158906250,131,354,2.2,1,1,131,358,2.2,1,1,131,351,2.2,False
562.5,634255248159218750,130,352,2.2,1,1,131,354,2.2,1,1,130,351,2.2,False
593.75,634255248159531250,130,352,2.2,1,1,131,353,2.2,1,1,129,351,2.2,False
593.75,634255248159531250,130,352,2.2,1,1,131,353,2.2,1,1,130,351,2.2,False
625,634255248159843750,-9999,-9999,2.2,1,0,131,353,2.2,1,1,131,352,2.2,True
640.625,634255248160000000,131,352,2.2,1,1,132,353,2.2,1,1,131,352,2.2,False
656.25,634255248160156250,131,352,2.2,1,1,132,353,2.2,1,1,131,352,2.2,False
687.5,634255248160468750,-9999,-9999,2.2,1,0,132,353,2.2,1,1,132,352,2.2,True
703.125,634255248160625000,134,353,2.2,1,1,136,353,2.2,1,1,132,353,2.2,False
718.75,634255248160781250,133,355,2.2,1,1,137,353,2.2,1,1,129,357,2.2,False
750,634255248161093750,132,356,2.5,1,1,137,353,2.8,1,1,127,359,2.2,False
765.625,634255248161250000,132,356,2.2,1,1,137,353,2.2,1,1,127,359,2.2,False
796.875,634255248161562500,139,359,2.2,1,1,146,360,2.2,1,1,132,359,2.2,False
812.5,634255248161718750,139,368,2.5,1,1,146,377,2.8,1,1,132,359,2.2,False
828.125,634255248161875000,144,372,2.5,1,1,152,385,2.8,1,1,136,359,2.2,False
843.75,634255248162031250,149,374,2.5,1,1,161,388,2.8,1,1,137,360,2.2,False
875,634255248162343750,159,377,2.5,1,1,166,394,2.8,1,1,152,360,2.2,False
890.625,634255248162500000,161,377,2.2,1,1,166,394,2.2,1,1,157,360,2.2,False
906.25,634255248162656250,164,383,2.5,1,1,169,406,2.8,1,1,160,360,2.2,False
937.5,634255248162968750,169,384,2.5,1,1,176,411,2.8,1,1,162,358,2.2,False
953.125,634255248163125000,169,382,2.5,1,1,176,411,2.8,1,1,162,353,2.2,False
968.75,634255248163281250,169,382,2.5,1,1,176,411,2.8,1,1,162,353,2.2,False
1000,634255248163593750,171,382,2.5,1,1,176,411,2.8,1,1,167,353,2.2,False
1015.625,634255248163750000,171,382,2.5,1,1,176,412,2.8,1,1,167,353,2.2,False
1031.25,634255248163906250,172,382,2.8,1,1,176,412,2.8,1,1,169,353,2.8,False
1046.875,634255248164062500,175,379,2.5,1,1,180,407,2.8,1,1,170,351,2.2,False
1078.125,634255248164375000,175,379,2.5,1,1,180,407,2.8,1,1,171,351,2.2,False
1093.75,634255248164531250,180,378,2.5,1,1,189,407,2.8,1,1,171,349,2.2,False
1125,634255248164843750,186,373,2.8,1,1,189,399,2.8,1,1,183,348,2.8,False
1140.625,634255248165000000,191,363,2.8,1,1,189,399,2.8,1,1,194,328,2.8,False
1171.875,634255248165312500,206,278,2.8,1,1,208,294,2.8,1,1,205,262,2.8,False
1187.5,634255248165468750,207,276,2.8,1,1,209,291,2.8,1,1,205,262,2.8,False
1203.125,634255248165625000,212,276,2.8,1,1,216,290,2.8,1,1,208,262,2.8,False
1218.75,634255248165781250,213,271,2.8,1,1,216,284,2.8,1,1,211,258,2.8,False
1250,634255248166093750,216,264,2.8,1,1,216,276,2.8,1,1,216,253,2.8,False
1265.625,634255248166250000,216,267,2.8,1,1,217,282,2.8,1,1,216,253,2.8,False
1281.25,634255248166406250,216,267,2.5,1,1,217,282,2.8,1,1,216,253,2.2,False
1312.5,634255248166718750,214,270,2.8,1,1,217,282,2.8,1,1,211,258,2.8,False
1328.125,634255248166875000,216,267,2.8,1,1,217,282,2.8,1,1,216,253,2.8,False
1343.75,634255248167031250,218,259,2.5,1,1,217,265,2.8,1,1,219,253,2.2,False
1359.375,634255248167187500,218,257,2.5,1,1,218,261,2.8,1,1,219,253,2.2,False
1390.625,634255248167500000,226,246,2.8,1,1,226,261,2.8,1,1,227,231,2.8,False
1406.25,634255248167656250,245,240,2.8,1,1,241,256,2.8,1,1,249,225,2.8,False
1421.875,634255248167812500,247,237,2.8,1,1,244,257,2.8,1,1,250,218,2.8,False
1453.125,634255248168125000,251,237,2.8,1,1,246,257,2.8,1,1,257,218,2.8,False
1468.75,634255248168281250,254,236,2.8,1,1,252,256,2.8,1,1,257,217,2.8,False
1484.375,634255248168437500,260,236,2.8,1,1,264,256,2.8,1,1,257,217,2.8,False
1515.625,634255248168750000,263,232,2.5,1,1,269,249,2.8,1,1,257,216,2.2,False
1531.25,634255248168906250,-9999,-9999,2.8,1,0,269,249,2.8,1,1,260,217,2.8,True
1562.5,634255248169218750,269,233,2.8,1,1,274,249,2.8,1,1,264,218,2.8,False
1578.125,634255248169375000,270,234,2.8,1,1,276,249,2.8,1,1,264,220,2.8,False
1593.75,634255248169531250,270,234,2.8,1,1,276,249,2.8,1,1,264,220,2.8,False
1609.375,634255248169687500,277,233,2.8,1,1,276,246,2.8,1,1,278,220,2.8,False
1640.625,634255248170000000,285,236,2.8,1,1,278,246,2.8,1,1,293,226,2.8,False
1656.25,634255248170156250,288,236,2.8,1,1,279,246,2.8,1,1,297,226,2.8,False
1671.875,634255248170312500,292,236,2.8,1,1,283,246,2.8,1,1,302,226,2.8,False
1703.125,634255248170625000,293,236,2.8,1,1,283,247,2.8,1,1,303,226,2.8,False
1718.75,634255248170781250,293,238,2.5,1,1,283,251,2.8,1,1,303,226,2.2,False
1750,634255248171093750,295,232,2.5,1,1,285,251,2.8,1,1,305,213,2.2,False
1765.625,634255248171250000,-9999,-9999,2.8,1,0,285,251,2.8,1,1,305,213,2.8,True
1781.25,634255248171406250,298,232,2.8,1,1,290,251,2.8,1,1,307,213,2.8,False
1796.875,634255248171562500,303,229,2.8,1,1,299,247,2.8,1,1,308,211,2.8,False
1828.125,634255248171875000,318,233,2.8,1,1,310,256,2.8,1,1,327,211,2.8,False
1843.75,634255248172031250,320,233,2.8,1,1,313,256,2.8,1,1,327,210,2.8,False
1859.375,634255248172187500,323,233,2.8,1,1,320,256,2.8,1,1,327,210,2.8,False
1890.625,634255248172500000,324,216,2.8,1,1,320,222,2.8,1,1,329,210,2.8,False
1906.25,634255248172656250,325,211,2.8,1,1,320,212,2.8,1,1,331,211,2.8,False
1937.5,634255248172968750,328,207,2.8,1,1,326,203,2.8,1,1,331,211,2.8,False
1953.125,634255248173125000,-9999,-9999,2.8,1,0,326,203,2.8,1,1,331,222,2.8,True
1968.75,634255248173281250,-9999,-9999,2.8,1,0,326,203,2.8,1,1,331,215,2.8,True
2000,634255248173593750,-9999,-9999,2.8,1,0,326,203,2.8,1,1,332,215,2.8,True
2015.625,634255248173750000,330,221,2.8,1,1,328,215,2.8,1,1,332,227,2.8,False
2031.25,634255248173906250,330,213,2.8,1,1,326,212,2.8,1,1,335,215,2.8,False
2062.5,634255248174218750,331,215,2.8,1,1,326,207,2.8,1,1,336,223,2.8,False
2078.125,634255248174375000,331,215,2.8,1,1,326,207,2.8,1,1,336,223,2.8,False
2093.75,634255248174531250,331,215,2.8,1,1,326,207,2.8,1,1,336,223,2.8,False
2125,634255248174843750,326,215,2.8,1,1,317,207,2.8,1,1,335,223,2.8,False
2140.625,634255248175000000,325,217,2.8,1,1,317,215,2.8,1,1,334,219,2.8,False
2156.25,634255248175156250,325,217,2.8,1,1,317,215,2.8,1,1,334,219,2.8,False
2187.5,634255248175468750,323,222,2.8,1,1,313,223,2.8,1,1,334,222,2.8,False
2203.125,634255248175625000,321,213,2.8,1,1,313,207,2.8,1,1,329,219,2.8,False
2218.75,634255248175781250,320,208,2.8,1,1,313,197,2.8,1,1,327,219,2.8,False
2250,634255248176093750,320,222,2.8,1,1,313,223,2.8,1,1,327,222,2.8,False
2265.625,634255248176250000,322,227,2.8,1,1,317,236,2.8,1,1,327,219,2.8,False
2281.25,634255248176406250,322,227,2.8,1,1,317,236,2.8,1,1,327,218,2.8,False
2312.5,634255248176718750,324,229,2.8,1,1,322,236,2.8,1,1,327,222,2.8,False
2328.125,634255248176875000,325,222,2.8,1,1,323,223,2.8,1,1,327,222,2.8,False
2343.75,634255248177031250,327,215,2.8,1,1,326,208,2.8,1,1,328,222,2.8,False
2375,634255248177343750,327,201,2.8,1,1,326,196,2.8,1,1,328,207,2.8,False
2390.625,634255248177500000,455,192,2.8,1,1,451,178,2.8,1,1,460,207,2.8,False
2406.25,634255248177656250,555,201,2.8,1,1,553,196,2.8,1,1,558,207,2.8,False
2421.875,634255248177812500,559,200,2.8,1,1,558,196,2.8,1,1,560,205,2.8,False
2453.125,634255248178125000,560,191,2.8,1,1,559,178,2.8,1,1,561,204,2.8,False
2468.75,634255248178281250,560,189,2.8,1,1,559,178,2.8,1,1,561,201,2.8,False
2484.375,634255248178437500,562,185,2.8,1,1,563,170,2.8,1,1,561,201,2.8,False
2515.625,634255248178750000,562,182,2.5,1,1,563,170,2.8,1,1,561,194,2.2,False
2531.25,634255248178906250,562,182,2.8,1,1,564,170,2.8,1,1,561,194,2.8,False
2562.5,634255248179218750,563,182,2.8,1,1,564,170,2.8,1,1,563,194,2.8,False
2578.125,634255248179375000,565,185,2.5,1,1,565,177,2.8,1,1,566,193,2.2,False
2609.375,634255248179687500,572,195,2.5,1,1,565,187,2.8,1,1,579,204,2.2,False
2625,634255248179843750,585,195,2.8,1,1,584,187,2.8,1,1,586,204,2.8,False
2640.625,634255248180000000,732,195,2.8,1,1,723,187,2.8,1,1,741,204,2.8,False
2656.25,634255248180156250,754,199,2.5,1,1,758,195,2.8,1,1,750,204,2.2,False
2687.5,634255248180468750,755,199,2.5,1,1,760,195,2.8,1,1,750,204,2.2,False
2703.125,634255248180625000,755,206,2.5,1,1,761,195,2.8,1,1,750,218,2.2,False
2718.75,634255248180781250,755,205,2.5,1,1,761,192,2.8,1,1,750,218,2.2,False
2750,634255248181093750,760,206,2.5,1,1,764,195,2.8,1,1,756,218,2.2,False
2765.625,634255248181250000,760,199,2.5,1,1,765,200,2.8,1,1,756,198,2.2,False
2781.25,634255248181406250,760,199,2.5,1,1,765,201,2.8,1,1,756,198,2.2,False
2812.5,634255248181718750,761,196,2.5,1,1,766,195,2.8,1,1,757,198,2.2,False
2828.125,634255248181875000,762,196,2.5,1,1,766,195,2.8,1,1,759,198,2.2,False
2843.75,634255248182031250,763,200,2.5,1,1,767,202,2.8,1,1,759,198,2.2,False
2875,634255248182343750,764,209,2.5,1,1,768,202,2.8,1,1,760,216,2.2,False
2906.25,634255248182656250,764,210,2.5,1,1,769,202,2.8,1,1,759,218,2.2,False
2921.875,634255248182812500,765,211,2.5,1,1,771,205,2.8,1,1,760,218,2.2,False
2937.5,634255248182968750,766,211,2.5,1,1,773,205,2.8,1,1,760,218,2.2,False
2953.125,634255248183125000,766,210,2.5,1,1,773,202,2.8,1,1,760,218,2.2,False
2968.75,634255248183281250,766,205,2.5,1,1,773,192,2.8,1,1,760,218,2.2,False
3000,634255248183593750,766,205,2.5,1,1,773,192,2.8,1,1,760,218,2.2,False
3015.625,634255248183750000,766,201,2.5,1,1,773,185,2.8,1,1,760,218,2.2,False
3031.25,634255248183906250,766,201,2.8,1,1,773,185,2.8,1,1,760,217,2.8,False
3062.5,634255248184218750,766,198,2.5,1,1,773,182,2.8,1,1,760,215,2.2,False
3078.125,634255248184375000,765,198,2.5,1,1,771,182,2.8,1,1,760,215,2.2,False
3093.75,634255248184531250,764,200,2.8,1,1,769,185,2.8,1,1,760,215,2.8,False
3125,634255248184843750,763,200,2.5,1,1,768,185,2.8,1,1,758,215,2.2,False
3140.625,634255248185000000,-9999,-9999,2.5,1,0,768,185,2.8,1,1,758,217,2.2,True
3156.25,634255248185156250,-9999,-9999,2.5,1,0,768,185,2.8,1,1,758,221,2.2,True
3187.5,634255248185468750,761,269,2.5,1,1,764,292,2.8,1,1,758,246,2.2,False
3203.125,634255248185625000,-9999,-9999,2.5,1,0,764,292,2.8,1,1,761,306,2.2,True
3218.75,634255248185781250,762,310,2.5,1,1,764,315,2.8,1,1,761,306,2.2,False
3250,634255248186093750,-9999,-9999,2.5,1,0,764,315,2.8,1,1,761,321,2.2,True
3265.625,634255248186250000,-9999,-9999,2.5,1,0,764,315,2.8,1,1,761,335,2.2,True
3281.25,634255248186406250,-9999,-9999,2.8,1,0,764,315,2.8,1,1,753,336,2.8,True
3312.5,634255248186718750,-9999,-9999,2.5,1,0,764,315,2.8,1,1,757,341,2.2,True
3328.125,634255248186875000,-9999,-9999,2.5,1,0,764,315,2.8,1,1,761,341,2.2,True
3343.75,634255248187031250,760,340,2.8,1,1,760,344,2.8,1,1,761,336,2.8,False
3375,634255248187343750,760,340,2.5,1,1,759,344,2.8,1,1,761,336,2.2,False
3390.625,634255248187500000,757,342,2.5,1,1,757,344,2.8,1,1,757,341,2.2,False
3406.25,634255248187656250,-9999,-9999,2.5,1,0,757,344,2.8,1,1,753,344,2.2,True
3437.5,634255248187968750,-9999,-9999,2.5,1,0,757,344,2.8,1,1,753,370,2.2,True
3453.125,634255248188125000,754,392,2.5,1,1,754,412,2.8,1,1,754,372,2.2,False
3468.75,634255248188281250,754,414,2.5,1,1,754,431,2.8,1,1,754,398,2.2,False
3500,634255248188593750,-9999,-9999,2.5,1,0,754,431,2.8,1,1,754,398,2.2,True
3515.625,634255248188750000,754,459,2.5,1,1,754,487,2.8,1,1,754,431,2.2,False
3531.25,634255248188906250,754,479,2.5,1,1,754,501,2.8,1,1,754,458,2.2,False
3562.5,634255248189218750,753,542,2.8,1,1,752,606,2.8,1,1,754,478,2.8,False
3578.125,634255248189375000,752,551,2.5,1,1,752,624,2.8,1,1,752,479,2.2,False
3593.75,634255248189531250,-9999,-9999,2.5,1,1,752,624,2.8,1,0,752,479,2.2,True
3609.375,634255248189687500,754,551,2.5,1,1,754,624,2.8,1,1,754,479,2.2,False
3640.625,634255248190000000,754,564,2.8,1,1,754,627,2.8,1,1,754,501,2.8,False
3656.25,634255248190156250,-9999,-9999,2.8,1,1,754,627,2.8,1,0,754,501,2.8,True
3671.875,634255248190312500,759,601,2.8,1,1,764,627,2.8,1,1,754,576,2.8,False
3703.125,634255248190625000,768,629,2.5,1,1,767,639,2.8,1,1,770,620,2.2,False
3718.75,634255248190781250,768,746,2.8,1,1,767,751,2.8,1,1,770,742,2.8,False
3734.375,634255248190937500,777,753,2.8,1,1,770,760,2.8,1,1,784,746,2.8,False
3765.625,634255248191250000,778,759,2.8,1,1,770,760,2.8,1,1,786,759,2.8,False
3781.25,634255248191406250,-9999,-9999,2.8,1,1,770,760,2.8,1,0,786,759,2.8,True
3812.5,634255248191718750,-9999,-9999,2.8,1,1,770,760,2.8,1,0,786,759,2.8,True
3828.125,634255248191875000,781,765,2.8,1,1,770,762,2.8,1,1,792,768,2.8,False
3843.75,634255248192031250,-9999,-9999,2.8,1,1,767,767,2.8,1,0,792,768,2.8,True
3875,634255248192343750,-9999,-9999,2.8,1,1,767,762,2.8,1,0,792,768,2.8,True
3890.625,634255248192500000,-9999,-9999,2.8,1,1,766,760,2.8,1,0,792,768,2.8,True
3906.25,634255248192656250,-9999,-9999,2.8,1,1,766,760,2.8,1,0,792,768,2.8,True
3937.5,634255248192968750,-9999,-9999,2.8,1,1,765,759,2.8,1,0,792,768,2.8,True
3953.125,634255248193125000,765,759,2.8,1,1,765,759,2.8,1,1,765,759,2.8,False
3968.75,634255248193281250,757,758,2.8,1,1,749,759,2.8,1,1,765,758,2.8,False
4000,634255248193593750,-9999,-9999,2.8,1,1,748,759,2.8,1,0,765,758,2.8,True
4015.625,634255248193750000,756,757,2.8,1,1,747,756,2.8,1,1,765,758,2.8,False
4046.875,634255248194062500,754,753,2.8,1,1,743,753,2.8,1,1,765,753,2.8,False
4062.5,634255248194218750,754,753,2.5,1,1,742,753,2.8,1,1,767,753,2.2,False
4078.125,634255248194375000,-9999,-9999,2.5,1,1,742,753,2.8,1,0,767,753,2.2,True
4093.75,634255248194531250,-9999,-9999,2.5,1,1,741,753,2.8,1,0,767,753,2.2,True
4125,634255248194843750,-9999,-9999,2.5,1,1,742,756,2.8,1,0,767,753,2.2,True
4140.625,634255248195000000,760,754,2.5,1,1,742,756,2.8,1,1,778,753,2.2,False
4156.25,634255248195156250,-9999,-9999,2.5,1,1,742,753,2.8,1,0,778,753,2.2,True
4187.5,634255248195468750,-9999,-9999,2.5,1,1,742,752,2.8,1,0,778,753,2.2,True
4203.125,634255248195625000,-9999,-9999,2.5,1,1,745,750,2.8,1,0,778,753,2.2,True
4234.375,634255248195937500,757,746,2.5,1,1,755,750,2.8,1,1,760,743,2.2,False
4250,634255248196093750,759,746,2.5,1,1,758,750,2.8,1,1,760,743,2.2,False
4265.625,634255248196250000,759,746,2.5,1,1,758,750,2.8,1,1,760,743,2.2,False
4281.25,634255248196406250,767,746,2.5,1,1,758,750,2.8,1,1,776,743,2.2,False
4312.5,634255248196718750,-9999,-9999,2.5,1,0,758,750,2.8,1,1,780,684,2.2,True
4328.125,634255248196875000,-9999,-9999,2.5,1,1,760,743,2.8,1,0,780,684,2.2,True
4343.75,634255248197031250,771,713,2.5,1,1,763,743,2.8,1,1,780,684,2.2,False
4375,634255248197343750,-9999,-9999,2.5,1,1,763,743,2.8,1,0,780,684,2.2,True
