Time[msec],Time[Ticks],GazeX,GazeY,Diameter,LCalib,LFound,LX,LY,LD,RCalib,RFound,RX,RY,RD,Lost
140.625,634164430982500000,-9999,-9999,2.8,1,0,346,556,2.8,1,0,313,600,2.8,True
484.375,634164430985937500,-9999,-9999,2.8,1,1,349,560,2.8,1,0,313,600,2.8,True
500,634164430986093750,333,580,3.1,1,1,352,560,2.8,1,1,314,601,3.4,False
515.625,634164430986250000,337,580,3.1,1,1,356,560,2.8,1,1,319,601,3.4,False
531.25,634164430986406250,362,578,3.1,1,1,362,556,2.8,1,1,362,601,3.4,False
546.875,634164430986562500,512,578,3.1,1,1,530,556,2.8,1,1,494,601,3.4,False
562.5,634164430986718750,517,554,3.1,1,1,537,547,2.8,1,1,497,561,3.4,False
578.125,634164430986875000,517,509,3.1,1,1,537,493,2.8,1,1,497,525,3.4,False
593.75,634164430987031250,517,497,3.1,1,1,537,483,2.8,1,1,497,511,3.4,False
625,634164430987343750,517,494,3.4,1,1,537,480,3.4,1,1,497,508,3.4,False
640.625,634164430987500000,517,494,3.1,1,1,537,480,2.8,1,1,497,508,3.4,False
656.25,634164430987656250,515,494,3.1,1,1,537,480,2.8,1,1,494,508,3.4,False
687.5,634164430987968750,515,491,3.1,1,1,537,475,2.8,1,1,494,508,3.4,False
703.125,634164430988125000,515,491,3.1,1,1,537,475,2.8,1,1,494,507,3.4,False
718.75,634164430988281250,515,493,3.1,1,1,537,475,2.8,1,1,493,511,3.4,False
750,634164430988593750,515,495,3.1,1,1,537,468,2.8,1,1,493,522,3.4,False
765.625,634164430988750000,513,493,3.1,1,1,536,475,2.8,1,1,491,511,3.4,False
781.25,634164430988906250,512,498,3.1,1,1,534,475,2.8,1,1,491,522,3.4,False
812.5,634164430989218750,512,494,3.1,1,1,534,466,2.8,1,1,490,522,3.4,False
828.125,634164430989375000,511,494,3.4,1,1,534,466,3.4,1,1,489,522,3.4,False
843.75,634164430989531250,511,487,3.1,1,1,534,463,2.8,1,1,489,511,3.4,False
875,634164430989843750,511,477,3.1,1,1,533,448,2.8,1,1,489,507,3.4,False
890.625,634164430990000000,508,474,3.1,1,1,529,441,2.8,1,1,488,507,3.4,False
921.875,634164430990312500,506,455,3.1,1,1,526,436,2.8,1,1,487,474,3.4,False
937.5,634164430990468750,439,447,3.1,1,1,458,436,2.8,1,1,421,459,3.4,False
953.125,634164430990625000,392,384,3.1,1,1,408,368,2.8,1,1,376,400,3.4,False
968.75,634164430990781250,390,383,3.1,1,1,406,366,2.8,1,1,375,400,3.4,False
1000,634164430991093750,390,381,3.1,1,1,406,364,2.8,1,1,375,399,3.4,False
1015.625,634164430991250000,389,375,3.1,1,1,403,357,2.8,1,1,375,393,3.4,False
1031.25,634164430991406250,388,373,3.1,1,1,403,354,2.8,1,1,373,393,3.4,False
1062.5,634164430991718750,388,372,3.1,1,1,403,351,2.8,1,1,373,393,3.4,False
1078.125,634164430991875000,388,373,3.1,1,1,404,354,2.8,1,1,373,393,3.4,False
1109.375,634164430992187500,388,372,3.1,1,1,403,351,2.8,1,1,374,393,3.4,False
1125,634164430992343750,389,372,3.1,1,1,404,350,2.8,1,1,375,394,3.4,False
1140.625,634164430992500000,390,374,3.1,1,1,404,350,2.8,1,1,376,399,3.4,False
1156.25,634164430992656250,389,372,3.1,1,1,404,351,2.8,1,1,375,394,3.4,False
1187.5,634164430992968750,391,374,3.1,1,1,405,354,2.8,1,1,377,394,3.4,False
1203.125,634164430993125000,392,381,3.1,1,1,405,358,2.8,1,1,380,404,3.4,False
1218.75,634164430993281250,394,384,2.8,1,1,406,364,2.8,1,1,382,405,2.8,False
1250,634164430993593750,399,393,3.1,1,1,411,372,2.8,1,1,388,414,3.4,False
1265.625,634164430993750000,688,430,3.1,1,1,697,426,2.8,1,1,679,435,3.4,False
1281.25,634164430993906250,765,433,3.1,1,1,778,431,2.8,1,1,753,435,3.4,False
1312.5,634164430994218750,779,436,3.1,1,1,798,434,2.8,1,1,760,438,3.4,False
1328.125,634164430994375000,779,439,3.1,1,1,798,440,2.8,1,1,760,438,3.4,False
1343.75,634164430994531250,781,449,2.8,1,1,798,441,2.8,1,1,764,458,2.8,False
1375,634164430994843750,782,454,3.1,1,1,801,443,2.8,1,1,764,466,3.4,False
1390.625,634164430995000000,783,455,2.8,1,1,801,444,2.8,1,1,765,466,2.8,False
1406.25,634164430995156250,783,457,3.1,1,1,801,449,2.8,1,1,765,466,3.4,False
1437.5,634164430995468750,781,457,3.1,1,1,799,449,2.8,1,1,764,465,3.4,False
1453.125,634164430995625000,781,458,3.1,1,1,798,450,2.8,1,1,764,466,3.4,False
