Time[msec],Time[Ticks],GazeX,GazeY,Diameter,LCalib,LFound,LX,LY,LD,RCalib,RFound,RX,RY,RD,Lost
46.875,634251736970625000,337,287,2.8,1,1,332,255,2.8,1,1,343,320,2.8,False
62.5,634251736970781250,336,287,2.8,1,1,330,254,2.8,1,1,343,320,2.8,False
93.75,634251736971093750,335,285,2.8,1,1,330,250,2.8,1,1,341,320,2.8,False
109.375,634251736971250000,335,285,2.8,1,1,329,250,2.8,1,1,341,320,2.8,False
140.625,634251736971562500,335,285,2.8,1,1,329,249,2.8,1,1,341,321,2.8,False
156.25,634251736971718750,333,284,2.8,1,1,327,248,2.8,1,1,340,321,2.8,False
171.875,634251736971875000,333,284,2.8,1,1,327,247,2.8,1,1,340,321,2.8,False
187.5,634251736972031250,333,283,2.8,1,1,327,247,2.8,1,1,340,320,2.8,False
203.125,634251736972187500,333,284,2.8,1,1,326,247,2.8,1,1,340,321,2.8,False
234.375,634251736972500000,332,283,2.8,1,1,326,247,2.8,1,1,338,320,2.8,False
250,634251736972656250,332,283,2.8,1,1,326,246,2.8,1,1,338,320,2.8,False
265.625,634251736972812500,331,282,2.8,1,1,325,245,2.8,1,1,338,320,2.8,False
296.875,634251736973125000,282,281,2.8,1,1,313,244,2.8,1,1,251,319,2.8,False
312.5,634251736973281250,221,281,2.8,1,1,211,243,2.8,1,1,232,320,2.8,False
328.125,634251736973437500,219,268,2.8,1,1,208,218,2.8,1,1,230,319,2.8,False
359.375,634251736973750000,218,266,2.8,1,1,206,214,2.8,1,1,230,319,2.8,False
375,634251736973906250,218,266,2.8,1,1,206,214,2.8,1,1,230,319,2.8,False
390.625,634251736974062500,217,261,2.8,1,1,206,204,2.8,1,1,229,319,2.8,False
421.875,634251736974375000,217,261,2.8,1,1,206,204,2.8,1,1,229,319,2.8,False
437.5,634251736974531250,216,261,2.8,1,1,203,204,2.8,1,1,229,319,2.8,False
453.125,634251736974687500,215,261,2.8,1,1,201,204,2.8,1,1,230,319,2.8,False
484.375,634251736975000000,215,428,2.8,1,1,200,535,2.8,1,1,230,321,2.8,False
500,634251736975156250,214,430,2.8,1,1,198,538,2.8,1,1,230,322,2.8,False
515.625,634251736975312500,214,432,2.8,1,1,198,543,2.8,1,1,230,322,2.8,False
546.875,634251736975625000,100,432,2.8,1,1,-30,543,2.8,1,1,230,322,2.8,False
562.5,634251736975781250,100,432,2.8,1,1,-30,543,2.8,1,1,230,322,2.8,False
578.125,634251736975937500,100,430,2.8,1,1,-30,538,2.8,1,1,230,322,2.8,False
609.375,634251736976250000,100,429,2.8,1,1,-30,538,2.8,1,1,230,321,2.8,False
625,634251736976406250,100,428,2.8,1,1,-30,538,2.8,1,1,230,318,2.8,False
640.625,634251736976562500,216,428,2.8,1,1,203,538,2.8,1,1,230,318,2.8,False
671.875,634251736976875000,217,428,2.8,1,1,204,538,2.8,1,1,230,318,2.8,False
687.5,634251736977031250,216,427,2.8,1,1,204,538,2.8,1,1,229,316,2.8,False
703.125,634251736977187500,215,406,2.8,1,1,204,504,2.8,1,1,227,309,2.8,False
734.375,634251736977500000,216,406,2.8,1,1,205,504,2.8,1,1,227,308,2.8,False
750,634251736977656250,220,382,2.8,1,1,212,504,2.8,1,1,229,260,2.8,False
765.625,634251736977812500,270,509,2.8,1,1,311,802,2.8,1,1,229,216,2.8,False
796.875,634251736978125000,270,510,2.8,1,1,311,809,2.8,1,1,229,211,2.8,False
812.5,634251736978281250,270,510,2.8,1,1,312,809,2.8,1,1,229,211,2.8,False
828.125,634251736978437500,271,510,2.8,1,1,312,809,2.8,1,1,230,211,2.8,False
859.375,634251736978750000,270,509,2.8,1,1,312,807,2.8,1,1,229,211,2.8,False
875,634251736978906250,270,511,2.8,1,1,312,807,2.8,1,1,229,216,2.8,False
890.625,634251736979062500,270,511,2.8,1,1,312,807,2.8,1,1,229,216,2.8,False
921.875,634251736979375000,270,513,2.8,1,1,312,807,2.8,1,1,229,220,2.8,False
937.5,634251736979531250,270,560,2.8,1,1,312,807,2.8,1,1,229,314,2.8,False
953.125,634251736979687500,215,565,2.8,1,1,283,807,2.8,1,1,148,324,2.8,False
984.375,634251736980000000,212,565,2.8,1,1,282,804,2.8,1,1,143,326,2.8,False
1000,634251736980156250,210,564,2.8,1,1,279,802,2.8,1,1,142,326,2.8,False
1015.625,634251736980312500,209,565,2.8,1,1,277,804,2.8,1,1,142,326,2.8,False
1046.875,634251736980625000,209,566,2.8,1,1,277,807,2.8,1,1,142,326,2.8,False
1062.5,634251736980781250,210,565,2.8,1,1,277,804,2.8,1,1,143,326,2.8,False
1078.125,634251736980937500,210,562,2.8,1,1,277,799,2.8,1,1,143,326,2.8,False
1109.375,634251736981250000,210,567,2.8,1,1,277,799,2.8,1,1,143,336,2.8,False
1125,634251736981406250,248,554,2.8,1,1,279,772,2.8,1,1,217,336,2.8,False
1140.625,634251736981562500,306,477,2.8,1,1,298,618,2.8,1,1,314,337,2.8,False
1171.875,634251736981875000,309,420,2.8,1,1,300,504,2.8,1,1,318,336,2.8,False
1187.5,634251736982031250,310,294,2.8,1,1,302,252,2.8,1,1,319,337,2.8,False
1203.125,634251736982187500,310,291,2.8,1,1,302,246,2.8,1,1,319,337,2.8,False
1234.375,634251736982500000,312,291,2.8,1,1,306,246,2.8,1,1,319,337,2.8,False
1250,634251736982656250,313,291,2.8,1,1,306,246,2.8,1,1,320,337,2.8,False
1265.625,634251736982812500,314,291,2.8,1,1,306,246,2.8,1,1,322,337,2.8,False
1296.875,634251736983125000,316,294,2.8,1,1,308,252,2.8,1,1,325,337,2.8,False
1312.5,634251736983281250,335,294,3.1,1,1,316,252,2.8,1,1,355,337,3.4,False
1328.125,634251736983437500,344,295,3.4,1,1,316,255,3.4,1,1,373,336,3.4,False
1359.375,634251736983750000,359,296,2.8,1,1,344,258,2.8,1,1,375,334,2.8,False
1375,634251736983906250,359,297,3.1,1,1,344,260,2.8,1,1,375,334,3.4,False
1390.625,634251736984062500,363,297,3.4,1,1,348,263,3.4,1,1,378,331,3.4,False
1421.875,634251736984375000,369,297,2.8,1,1,360,263,2.8,1,1,378,331,2.8,False
1437.5,634251736984531250,369,318,3.1,1,1,360,306,2.8,1,1,378,331,3.4,False
1453.125,634251736984687500,374,317,3.1,1,1,370,306,2.8,1,1,379,328,3.4,False
1484.375,634251736985000000,374,316,2.8,1,1,370,306,2.8,1,1,379,327,2.8,False
1500,634251736985156250,374,517,3.1,1,1,370,707,3.4,1,1,378,327,2.8,False
1515.625,634251736985312500,242,519,2.8,1,1,106,710,2.8,1,1,378,328,2.8,False
1546.875,634251736985625000,241,520,2.8,1,1,106,710,2.8,1,1,376,331,2.8,False
1562.5,634251736985781250,240,525,2.8,1,1,106,710,2.8,1,1,375,340,2.8,False
1578.125,634251736985937500,341,591,2.8,1,1,308,710,2.8,1,1,375,473,2.8,False
1609.375,634251736986250000,312,615,2.8,1,1,307,710,2.8,1,1,318,521,2.8,False
1625,634251736986406250,309,616,2.8,1,1,307,710,2.8,1,1,312,523,2.8,False
1640.625,634251736986562500,309,617,2.8,1,1,307,710,2.8,1,1,312,525,2.8,False
1671.875,634251736986875000,207,662,2.8,1,1,105,800,2.8,1,1,310,525,2.8,False
1687.5,634251736987031250,308,662,2.8,1,1,307,800,2.8,1,1,309,525,2.8,False
1703.125,634251736987187500,308,504,2.8,1,1,307,483,2.8,1,1,309,525,2.8,False
1734.375,634251736987500000,308,504,2.8,1,1,308,483,2.8,1,1,309,526,2.8,False
1750,634251736987656250,309,504,2.8,1,1,309,483,2.8,1,1,309,526,2.8,False
1765.625,634251736987812500,308,504,2.8,1,1,308,483,2.8,1,1,309,526,2.8,False
1796.875,634251736988125000,308,504,2.8,1,1,309,483,2.8,1,1,308,526,2.8,False
1812.5,634251736988281250,308,505,3.1,1,1,309,483,2.8,1,1,308,528,3.4,False
1828.125,634251736988437500,307,505,3.1,1,1,307,483,2.8,1,1,308,528,3.4,False
1859.375,634251736988750000,307,505,2.8,1,1,307,483,2.8,1,1,308,528,2.8,False
1875,634251736988906250,308,506,2.8,1,1,307,483,2.8,1,1,309,529,2.8,False
1890.625,634251736989062500,307,510,2.8,1,1,304,488,2.8,1,1,310,532,2.8,False
1921.875,634251736989375000,307,513,2.8,1,1,303,491,2.8,1,1,312,536,2.8,False
1937.5,634251736989531250,306,683,2.8,1,1,300,826,2.8,1,1,313,540,2.8,False
1968.75,634251736989843750,192,711,3.1,1,1,71,855,2.8,1,1,313,567,3.4,False
1984.375,634251736990000000,190,712,2.8,1,1,68,855,2.8,1,1,313,570,2.8,False
2000,634251736990156250,190,716,2.8,1,1,67,855,2.8,1,1,314,577,2.8,False
2015.625,634251736990312500,190,718,2.8,1,1,67,855,2.8,1,1,314,581,2.8,False
2046.875,634251736990625000,190,719,2.8,1,1,66,855,2.8,1,1,315,583,2.8,False
